parameter_id,MGP_MLN_005_001
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
mouse_life_stage,Early adult
gene_symbol,Sgip1
gene_accession_id,MGI:1920344
pvalue,0.4207066
analysis_id,3256i47pt738al6
mouse_strain,C57BL
