gene_symbol,Trim46
mouse_life_stage,Early adult
gene_accession_id,MGI:2673000
parameter_id,IMPC_DXA_010_001
pvalue,0.582678
analysis_id,7up7a9ul3mi0iqj
mouse_strain,C57BL
parameter_name,Bone Area
