parameter_id,IMPC_OFD_022_001
gene_accession_id,MGI:1914050
parameter_name,Percentage center time
mouse_strain,C57BL
pvalue,0.7073452
gene_symbol,Trp53rkb
mouse_life_stage,Early adult
analysis_id,vx740f2979258uv
