gene_symbol,Zmynd8
pvalue,0.3869186
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
mouse_strain,C57BL
analysis_id,x22e495qy9wdy70
parameter_id,MGP_IMM_027_001
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
