parameter_id,IMPC_ABR_006_001
mouse_life_stage,E12.5
pvalue,0.8270621
mouse_strain,C57BL
analysis_id,z4486837oxw872d
gene_symbol,Ahcy
parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:87968
