parameter_name,Prepulse inhibition - PP3
analysis_id,a0325qazp7kq2j7
pvalue,0.418168
gene_symbol,Tatdn3
gene_accession_id,MGI:1916222
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_703
