pvalue,0.5613321
parameter_id,IMPC_ECH_005_001
gene_symbol,Amigo1
parameter_name,Fractional Shortening
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,5z7tohzyhx8mcbt
gene_accession_id,MGI:2653612
