gene_symbol,Zfp683
mouse_strain,C57BL
parameter_id,ESLIM_007_001_007
mouse_life_stage,Early adult
analysis_id,9431hx7tiwv750s
gene_accession_id,MGI:3650254
parameter_name,Periphery resting time
pvalue,0.9995675
