gene_symbol,AU040320
parameter_name,Total ab T cells - % of CD45+
analysis_id,47219g5g7620cl0
parameter_id,MGP_IMM_070_001
gene_accession_id,MGI:2140475
pvalue,0.4177733
mouse_strain,C57BL
mouse_life_stage,Early adult
