parameter_id,IMPC_XRY_021_001
mouse_strain,C57BL
gene_symbol,Eprs1
analysis_id,338gd4k1z5zoizj
pvalue,0.8805067
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
parameter_name,Humerus
