gene_symbol,Eprs1
parameter_id,IMPC_CSD_016_001
parameter_name,Coat - hair texture / appearance - abdomen
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.3961013
gene_accession_id,MGI:97838
analysis_id,33g57s0v3i36551
