parameter_id,MGP_PBI_018_001
mouse_strain,C53BL
pvalue,0.9881293
gene_accession_id,MGI:3616086
mouse_life_stage,Early adult
gene_symbol,Kcng1
analysis_id,92x9i0y26oq7hd4
parameter_name,Ly6Clow monocyte percentage
