parameter_id,IMPC_CBC_004_001
analysis_id,za85u7nf90614dl
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.5133367
parameter_name,Urea (Blood Urea Nitrogen - BUN)
gene_symbol,Ddx27
