mouse_life_stage,E18.5
pvalue,0.3616502
parameter_name,Retinal Blood Vessels Pattern
gene_accession_id,MGI:1914309
gene_symbol,Ola1
analysis_id,oqgo0p329w1895t
parameter_id,IMPC_EYE_026_001
mouse_strain,C57BL
