parameter_id,JAX_OFD_021_001
pvalue,0.57126
mouse_life_stage,Early adult
gene_accession_id,MGI:1921442
mouse_strain,C57BL
analysis_id,o7953ior25h6160
parameter_name,Number of rears - total
gene_symbol,Arpc5l
