gene_symbol,Bmi1
mouse_strain,C57BL
analysis_id,c698c13ly1zp2w8
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
gene_accession_id,MGI:88174
pvalue,0.9453591
mouse_life_stage,Early adult
parameter_id,JAXLA_GRS_011_001
