parameter_id,JAX_LDT_005_001
mouse_life_stage,Early adult
gene_symbol,Lamb3
mouse_strain,C57BL
pvalue,0.3229501
gene_accession_id,MGI:99915
analysis_id,88637eq6jb4rcct
parameter_name,Time mobile dark side
