gene_symbol,Kdm4c
parameter_name,Total cholesterol
parameter_id,JAXLA_CBC_015_001
pvalue,0.07653187
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
analysis_id,4j7l758wt0fyo01
mouse_strain,C57BL
