parameter_id,IMPC_FEA_003_001
gene_symbol,Bach2
parameter_name,Conditioning Baseline % Freezing Time
mouse_strain,C57BL
pvalue,0.9255369
analysis_id,5034aq88w927a4f
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
