gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
pvalue,0.496791
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
parameter_id,M-G-P_005_001_004
mouse_life_stage,Late adult
analysis_id,347i0955912r077
