parameter_id,IMPC_IPG_010_001
gene_accession_id,MGI:109356
gene_symbol,Snap23
mouse_strain,C57BL
pvalue,0.4979223
parameter_name,Fasted blood glucose concentration
analysis_id,579lio4bl32umkq
mouse_life_stage,Early adult
