gene_symbol,Sass6
pvalue,0.3341737
analysis_id,0v0i51krw1sg2k2
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Total cholesterol
parameter_id,JAXLA_CBC_015_001
gene_accession_id,MGI:1920026
