parameter_id,JAX_OFD_012_001
analysis_id,08bj0193p9r18lc
gene_accession_id,MGI:1276578
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Periphery permanence time
gene_symbol,Gfi1b
pvalue,0.6594807
