parameter_id,IMPC_EYE_010_001
gene_symbol,Rab3gap2
gene_accession_id,MGI:1916043
analysis_id,510x8pzu296c5a4
pvalue,0.9495618
mouse_strain,C57BL
parameter_name,Iris/Pupil
mouse_life_stage,Early adult
