parameter_id,IMPC_OFD_020_001
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
gene_symbol,Atf3
gene_accession_id,MGI:109384
pvalue,0.9971077
analysis_id,o25b5k67nd91kh0
mouse_strain,C57BL
