parameter_name,Body Weight
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8341476
analysis_id,p5225586njoex6y
gene_symbol,Dhdds
gene_accession_id,MGI:1914672
parameter_id,M-G-P_020_001_001
