parameter_id,IMPC_EYE_001_001
mouse_life_stage,Early adult
gene_symbol,Dnajc8
mouse_strain,C57BL
analysis_id,i10v1307z34e8a4
gene_accession_id,MGI:1915848
parameter_name,Eye
pvalue,0.1091536
