mouse_strain,C57BL
gene_symbol,Pex19
pvalue,0.8495214
parameter_id,IMPC_HEM_006_001
gene_accession_id,MGI:1334458
analysis_id,iam06lub9jvb9e9
parameter_name,Mean corpuscular hemoglobin
mouse_life_stage,E18.5
