gene_symbol,Slc45a3
gene_accession_id,MGI:1922082
pvalue,0.6253898
parameter_name,HDL-cholesterol
parameter_id,IMPC_CBC_016_001
mouse_life_stage,Early adult
analysis_id,7261h40d80c5a6d
mouse_strain,C57BL
