gene_symbol,Bcs1l
parameter_id,IMPC_IMM_047_001
mouse_life_stage,Early adult
analysis_id,3945ciykh3iz622
mouse_strain,C57BL
pvalue,0.5921906
gene_accession_id,MGI:1914071
parameter_name,DN CD44+CD62L+ NKT cells
