mouse_life_stage,Early adult
pvalue,0.337053
gene_symbol,Trp53i11
parameter_name,B Cells
gene_accession_id,MGI:2670995
mouse_strain,C57BL
analysis_id,m5601n0r79ypl57
parameter_id,IMPC_IMM_063_001
