mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,2l10y3486nc4j31
gene_symbol,Inpp1
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
pvalue,0.4755093
gene_accession_id,MGI:104848
parameter_id,IMPC_FEA_107_001
