parameter_id,M-G-P_020_001_001
gene_symbol,Tatdn3
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Body Weight
pvalue,0.4587885
analysis_id,54qu6go056d0rp3
gene_accession_id,MGI:1916222
