parameter_name,BMC/Body weight
mouse_strain,C57BL
gene_accession_id,MGI:88461
pvalue,0.583149
analysis_id,7ot21jv6q57q323
gene_symbol,Col6a3
parameter_id,IMPC_DXA_007_001
mouse_life_stage,Early adult
