mouse_strain,129SV
parameter_name,Fusion of vertebrae
parameter_id,M-G-P_006_001_026
analysis_id,499wm754800i39n
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
pvalue,0.7128982
mouse_life_stage,Early adult
