gene_symbol,Rigi
mouse_strain,C57BL
parameter_name,Distance travelled - total
pvalue,0.5909397
parameter_id,JAX_OFD_020_001
analysis_id,sf57o7g76c3w92f
mouse_life_stage,Early adult
gene_accession_id,MGI:2442858
