gene_symbol,Zmynd19
parameter_id,IMPC_HEM_003_001
gene_accession_id,MGI:1914437
mouse_life_stage,Early adult
parameter_name,Hemoglobin
mouse_strain,C59BL
pvalue,0.7689592
analysis_id,5007817p83hic89
