gene_symbol,Ilkap
parameter_name,ST
analysis_id,6f00748l6db1dy1
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1241018
gene_accession_id,MGI:1914694
parameter_id,IMPC_ECG_008_001
