gene_symbol,Etfdh
parameter_id,ESLIM_011_001_702
analysis_id,u4k31w6d82918v9
gene_accession_id,MGI:106100
pvalue,0.3819382
parameter_name,Prepulse inhibition - PP2
mouse_strain,C57BL
mouse_life_stage,Early adult
