gene_symbol,Cntfr
parameter_name,110dB startle magnitude
gene_accession_id,MGI:99605
parameter_id,ESLIM_011_001_006
analysis_id,rom9817l7555zl7
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.9432413
