parameter_id,JAXLA_CSD_007_001
gene_accession_id,MGI:2443129
analysis_id,3346df26c04to66
mouse_strain,C57BL
parameter_name,Coat - color - abdomen
pvalue,0.4359886
mouse_life_stage,Early adult
gene_symbol,Golm2
