parameter_id,M-G-P_007_001_008
pvalue,0.3592552
parameter_name,Periphery - Permanence Time
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_symbol,Lpgat1
analysis_id,9m99qu24e9tjzmk
gene_accession_id,MGI:2446186
