gene_symbol,Ntmt2
gene_accession_id,MGI:2685053
parameter_name,Triglycerides
mouse_life_stage,Early adult
pvalue,0.1604804
parameter_id,HMGULA_CBC_017_001
analysis_id,836jy68997n4vyn
mouse_strain,C57BL
