gene_symbol,Hspa5
gene_accession_id,MGI:95835
pvalue,0.3820491
parameter_id,MGP_MLN_093_001
analysis_id,9c038g7db7i2d78
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,KLRG1+ NK cells - % of CD45+
