parameter_id,JAX_LDT_004_001
mouse_life_stage,Early adult
pvalue,3.307846e-06
mouse_strain,C57BL
gene_accession_id,MGI:2673000
analysis_id,m41434fa19p390u
gene_symbol,Trim46
parameter_name,Dark side time spent
