gene_symbol,Usp37
pvalue,0.2299532
gene_accession_id,MGI:2442483
mouse_strain,C58BL
parameter_name,Caudal processes
analysis_id,rkcwzb4ze45n75x
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_067_001
