gene_symbol,Mecom
mouse_life_stage,Early adult
gene_accession_id,MGI:95457
mouse_strain,C3H
parameter_id,IMPC_XRY_064_001
analysis_id,nx30gqv8c6wfb1n
pvalue,0.1381399
parameter_name,Thoracic processes
