gene_symbol,Frmpd1
mouse_strain,C57BL
analysis_id,4pcwf7l77umt106
parameter_name,Total ab T cells - % of CD45+
parameter_id,MGP_IMM_070_001
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
pvalue,0.7249278
