mouse_life_stage,E18.5
parameter_name,Eye
gene_symbol,Col11a1
parameter_id,M-G-P_014_001_001
pvalue,0.2460269
analysis_id,x3uhy8144a5bm54
mouse_strain,C57BL
gene_accession_id,MGI:88446
