parameter_name,Percentage center time
gene_symbol,Wars2
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
Analysis_id,25501nsnss597c0
Pvalue,0.0682809
Parameter_id,JAX_OFD_022_001
Mouse_strain,C57BL
