parameter_id,JAX_PLC_002_001
gene_symbol,Wars2
pvalue,0.5044728
gene_accession_id,MGI:1917810
analysis_id,oy0611bb450j44j
parameter_name,HDL cholesterol
mouse_strain,C57BL
mouse_life_stage,E9.5
