parameter_id,IMPC_HEM_031_001
pvalue,0.7628577
gene_symbol,Arpc5l
analysis_id,k3f72f0901z6jex
gene_accession_id,MGI:1921442
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Lymphocyte differential count
