gene_symbol,Fpgs
mouse_life_stage,Early adult
pvalue,0.9459301
parameter_name,Resting NK cells - % of CD45+
parameter_id,MGP_IMM_100_001
gene_accession_id,MGI:95576
analysis_id,6ivs5wp54z22fr2
mouse_strain,C57BL
