gene_symbol,Bmi1
parameter_name,Shape of ribcage
analysis_id,t7b62ud62068t6c
mouse_life_stage,E15.5
parameter_id,IMPC_XRY_059_001
pvalue,0.2951492
gene_accession_id,MGI:88174
mouse_strain,C57BL
