parameter_name,Hematocrit
analysis_id,bhq4o821up2o8x6
gene_symbol,Hspa5
pvalue,0.221918
gene_accession_id,MGI:95835
parameter_id,IMPC_HEM_004_001
mouse_life_stage,E9.5
mouse_strain,C57BL
