gene_symbol,Cds2
gene_accession_id,MGI:1332236
mouse_strain,C53BL
pvalue,0.5625673
mouse_life_stage,Early adult
parameter_id,M-G-P_025_001_030
analysis_id,2s40nkvc247aftf
parameter_name,Magnesium
