gene_symbol,Nucks1
pvalue,0.7598442
parameter_id,M-G-P_016_001_005
analysis_id,75ufi79255mh6q9
mouse_strain,C57BL
parameter_name,Mean-cell-volume
gene_accession_id,MGI:1934811
mouse_life_stage,Early adult
