parameter_name,Whole arena average speed
mouse_strain,C57BL
parameter_id,ESLIM_007_001_005
pvalue,0.7740194
analysis_id,8lbcog0d4wkp0n8
mouse_life_stage,Early adult
gene_symbol,Npbwr1
gene_accession_id,MGI:891989
