parameter_id,IMPC_CBC_004_001
gene_symbol,Fgb
gene_accession_id,MGI:99501
analysis_id,r49462fx3dmvr34
parameter_name,Urea (Blood Urea Nitrogen - BUN)
pvalue,0.4921533
mouse_strain,C57BL
mouse_life_stage,Early adult
