gene_symbol,Plcb1
gene_accession_id,MGI:97613
mouse_life_stage,Late adult
parameter_id,IMPC_XRY_067_001
parameter_name,Caudal processes
analysis_id,vrj3u67c38u62bp
mouse_strain,C57BL
pvalue,0.9445624
