parameter_id,HMGULA_CBC_010_001
analysis_id,16017mnb21njte8
gene_symbol,Slc30a4
mouse_strain,C57BL
parameter_name,Phosphorus
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
pvalue,0.5801511
