parameter_id,JAXLA_DXA_009_001
parameter_name,Fat/Body weight
gene_accession_id,MGI:1888742
mouse_strain,C57BL
gene_symbol,Extl1
analysis_id,4w6eb183ybuazcj
mouse_life_stage,Early adult
pvalue,0.123678
