parameter_name,30kHz-evoked ABR Threshold
pvalue,0.1895529
mouse_strain,C57BL
gene_accession_id,MGI:3026886
parameter_id,IMPC_ABR_012_001
mouse_life_stage,E9.5
analysis_id,rj8izae3844aq7e
gene_symbol,Cdin1
