gene_symbol,Wars2
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,5ii18ca351l6wq6
parameter_id,IMPC_OFD_018_001
parameter_name,Latency to center entry
pvalue,0.5592947
gene_accession_id,MGI:1917810
